key,title,authors,venue,year,type,doi,url,ee,title_clean,authors_clean,first_author,title_author_combined
conf/icml/recurrentneuralnetwo104,Recurrent Neural Networks for Sequence Modeling,Henry Jones | Wendy Clark | P. Davis,ICML,2020,Conference Paper,10.2282/293949,https://dblp.org/rec/conf/icml/recurrentneuralnetwo104,https://doi.org/10.4134/773150,Recurrent Neural Networks for Sequence Modeling,Henry Jones | Wendy Clark | P. Davis,Henry Jones,Recurrent Neural Networks for Sequence Modeling Henry Jones
conf/naacl/neuralnetworksforima36,Neural Networks for Image Recognition,Tina Jones,NAACL,2024,Conference Paper,10.5219/217666,https://dblp.org/rec/conf/naacl/neuralnetworksforima36,https://doi.org/10.2630/949537,Neural Networks for Image Recognition,Tina Jones,Tina Jones,Neural Networks for Image Recognition Tina Jones
conf/associatio/textsummarizationusi535,Text Summarization using Neural Networks,Zack Moore,Association for Computational Linguistics,2022,Conference Paper,10.4748/321476,https://dblp.org/rec/conf/associatio/textsummarizationusi535,https://doi.org/10.9490/286216,Text Summarization using Neural Networks,Zack Moore,Zack Moore,Text Summarization using Neural Networks Zack Moore
conf/neural inf/timeseriesforecastin410,Time Series Forecasting with Deep Learning,Quinn Brown,Neural Information Processing Systems,2020,Conference Paper,10.8503/463137,https://dblp.org/rec/conf/neural inf/timeseriesforecastin410,,Time Series Forecasting with Deep Learning,Quinn Brown,Quinn Brown,Time Series Forecasting with Deep Learning Quinn Brown
conf/journal of/questionansweringsys472,Question Answering Systems using BERT,Frank Thomas | Jack Rodriguez,Journal of Machine Learning Research,2020,Conference Paper,10.1349/417624,https://dblp.org/rec/conf/journal of/questionansweringsys472,,Question Answering Systems using BERT,Frank Thomas | Jack Rodriguez,Frank Thomas,Question Answering Systems using BERT Frank Thomas
conf/eccv/neuralnetworksforima28,Neural Networks for Image Recognition,Jack Clark | Peter Lee,ECCV,2020,Conference Paper,10.3443/854477,https://dblp.org/rec/conf/eccv/neuralnetworksforima28,https://doi.org/10.8994/976235,Neural Networks for Image Recognition,Jack Clark | Peter Lee,Jack Clark,Neural Networks for Image Recognition Jack Clark
conf/neurips/machinelearningincom48,Machine Learning in Computer Vision,J. Clark | Emma Thomas | Wendy Martin | Emma Wilson,NeurIPS,2022,Conference Paper,10.2248/602917,https://dblp.org/rec/conf/neurips/machinelearningincom48,https://doi.org/10.5015/963603,Machine Learning in Computer Vision,J. Clark | Emma Thomas | Wendy Martin | Emma Wilson,J. Clark,Machine Learning in Computer Vision J. Clark
conf/naacl/naturallanguageproce229,Natural Language Processing with Transformers,J. Anderson | Peter Sanchez | Frank White | Olivia Martinez,NAACL,2024,Conference Paper,10.9705/681229,https://dblp.org/rec/conf/naacl/naturallanguageproce229,,Natural Language Processing with Transformers,J. Anderson | Peter Sanchez | Frank White | Olivia Martinez,J. Anderson,Natural Language Processing with Transformers J. Anderson
conf/cvpr/federatedlearningfor345,Federated Learning for Privacy-Preserving ML,Sam Thomas | Bob Thomas | Iris Rodriguez,CVPR,2021,Conference Paper,,https://dblp.org/rec/conf/cvpr/federatedlearningfor345,,Federated Learning for Privacy-Preserving ML,Sam Thomas | Bob Thomas | Iris Rodriguez,Sam Thomas,Federated Learning for Privacy-Preserving ML Sam Thomas
conf/kdd/generativeadversaria162,A Study on Generative Adversarial Networks: A Survey,Peter Davis | Jane Davis | Z. Sanchez | Iris Brown,KDD,2021,Conference Paper,10.6670/902416,https://dblp.org/rec/conf/kdd/generativeadversaria162,,A Study on Generative Adversarial Networks: A Survey,Peter Davis | Jane Davis | Z. Sanchez | Iris Brown,Peter Davis,A Study on Generative Adversarial Networks: A Survey Peter Davis
conf/icml/explainableai:method321,Explainable AI: Methods and Challenges,David Thompson | Rachel Sanchez,ICML,2023,Conference Paper,10.9338/547809,https://dblp.org/rec/conf/icml/explainableai:method321,https://doi.org/10.8995/549550,Explainable AI: Methods and Challenges,David Thompson | Rachel Sanchez,David Thompson,Explainable AI: Methods and Challenges David Thompson
conf/eccv/deeplearningfornatur11,Deep Learning for Natural Language Processing,Yara Garcia | Emma Brown,ECCV,2024,Conference Paper,,https://dblp.org/rec/conf/eccv/deeplearningfornatur11,https://doi.org/10.1002/199555,Deep Learning for Natural Language Processing,Yara Garcia | Emma Brown,Yara Garcia,Deep Learning for Natural Language Processing Yara Garcia
conf/wsdm/speechrecognitionwit557,Speech Recognition with Deep Learning,D. Garcia | S. Johnson | Iris Lopez | B. White,WSDM,2022,Conference Paper,10.4905/367965,https://dblp.org/rec/conf/wsdm/speechrecognitionwit557,https://doi.org/10.8492/122606,Speech Recognition with Deep Learning,D. Garcia | S. Johnson | Iris Lopez | B. White,D. Garcia,Speech Recognition with Deep Learning D. Garcia
conf/neurips/federatedlearningfor351,Federated Learning for Privacy-Preserving ML,Iris Miller | Carol Thomas | Wendy Clark,NeurIPS,2024,Conference Paper,10.4583/101995,https://dblp.org/rec/conf/neurips/federatedlearningfor351,https://doi.org/10.6550/492170,Federated Learning for Privacy-Preserving ML,Iris Miller | Carol Thomas | Wendy Clark,Iris Miller,Federated Learning for Privacy-Preserving ML Iris Miller
conf/icml/neuralarchitecturese392,Neural Architecture Search Techniques,D. Smith | Leo Garcia,ICML,2023,Conference Paper,,https://dblp.org/rec/conf/icml/neuralarchitecturese392,https://doi.org/10.6111/152045,Neural Architecture Search Techniques,D. Smith | Leo Garcia,D. Smith,Neural Architecture Search Techniques D. Smith
conf/empirical /convolutionalneuraln79,Convolutional Neural Networks for Object Detection,Rachel Lopez | L. Lopez | John Jones | Kate Sanchez,Empirical Methods in Natural Language Processing,2024,Conference Paper,10.9254/410944,https://dblp.org/rec/conf/empirical /convolutionalneuraln79,,Convolutional Neural Networks for Object Detection,Rachel Lopez | L. Lopez | John Jones | Kate Sanchez,Rachel Lopez,Convolutional Neural Networks for Object Detection Rachel Lopez
conf/neurips/textsummarizationusi546,Text Summarization using Neural Networks,David Perez | Uma Johnson | Quinn Harris | Noah Perez,NeurIPS,2023,Conference Paper,10.1164/538985,https://dblp.org/rec/conf/neurips/textsummarizationusi546,https://doi.org/10.1679/806596,Text Summarization using Neural Networks,David Perez | Uma Johnson | Quinn Harris | Noah Perez,David Perez,Text Summarization using Neural Networks David Perez
conf/www/attentionmechanismsi124,Attention Mechanisms in Neural Machine Translation,Jack Miller,WWW,2020,Conference Paper,,https://dblp.org/rec/conf/www/attentionmechanismsi124,,Attention Mechanisms in Neural Machine Translation,Jack Miller,Jack Miller,Attention Mechanisms in Neural Machine Translation Jack Miller
conf/wsdm/automl:automatedmach357,AutoML: Automated Machine Learning Systems,Wendy Anderson,WSDM,2024,Conference Paper,10.8507/120695,https://dblp.org/rec/conf/wsdm/automl:automatedmach357,https://doi.org/10.6688/348648,AutoML: Automated Machine Learning Systems,Wendy Anderson,Wendy Anderson,AutoML: Automated Machine Learning Systems Wendy Anderson
conf/associatio/timeseriesforecastin400,Time Series Forecasting with Deep Learning,Olivia Smith,Association for Computational Linguistics,2020,Conference Paper,,https://dblp.org/rec/conf/associatio/timeseriesforecastin400,https://doi.org/10.8116/205994,Time Series Forecasting with Deep Learning,Olivia Smith,Olivia Smith,Time Series Forecasting with Deep Learning Olivia Smith
conf/artificial/speechrecognitionwit567,Speech Recognition with Deep Learning,David Thomas | Emma Hernandez | Noah Martin,Artificial Intelligence Journal,2023,Conference Paper,10.5681/903531,https://dblp.org/rec/conf/artificial/speechrecognitionwit567,https://doi.org/10.1062/761334,Speech Recognition with Deep Learning,David Thomas | Emma Hernandez | Noah Martin,David Thomas,Speech Recognition with Deep Learning David Thomas
conf/sigir/deeplearningfornatur4,Deep Learning for Natural Language Processing,Kate Moore | Peter Sanchez | E. Thomas | Xavier Wilson,SIGIR,2022,Conference Paper,,https://dblp.org/rec/conf/sigir/deeplearningfornatur4,,Deep Learning for Natural Language Processing,Kate Moore | Peter Sanchez | E. Thomas | Xavier Wilson,Kate Moore,Deep Learning for Natural Language Processing Kate Moore
conf/wsdm/automl:automatedmach362,AutoML: Automated Machine Learning Systems,J. Harris | Xavier Hernandez | Quinn Davis | Q. Gonzalez,WSDM,2020,Conference Paper,10.8334/959173,https://dblp.org/rec/conf/wsdm/automl:automatedmach362,https://doi.org/10.6622/593017,AutoML: Automated Machine Learning Systems,J. Harris | Xavier Hernandez | Quinn Davis | Q. Gonzalez,J. Harris,AutoML: Automated Machine Learning Systems J. Harris
conf/neural inf/deeplearningfornatur0,Deep Learning for Natural Language Processing,David Johnson,Neural Information Processing Systems,2022,Conference Paper,10.6755/294982,https://dblp.org/rec/conf/neural inf/deeplearningfornatur0,,Deep Learning for Natural Language Processing,David Johnson,David Johnson,Deep Learning for Natural Language Processing David Johnson
conf/sigir/naturallanguageproce220,Natural Language Processing with Transformers,Peter Gonzalez,SIGIR,2023,Conference Paper,10.7304/699057,https://dblp.org/rec/conf/sigir/naturallanguageproce220,,Natural Language Processing with Transformers,Peter Gonzalez,Peter Gonzalez,Natural Language Processing with Transformers Peter Gonzalez
conf/cvpr/textsummarizationusi539,Text Summarization using Neural Networks,T. Harris | M. Sanchez | A. Sanchez,CVPR,2022,Conference Paper,10.4707/864224,https://dblp.org/rec/conf/cvpr/textsummarizationusi539,https://doi.org/10.1129/297069,Text Summarization using Neural Networks,T. Harris | M. Sanchez | A. Sanchez,T. Harris,Text Summarization using Neural Networks T. Harris
conf/ieee trans/federatedlearningfor348,Federated Learning for Privacy-Preserving ML,G. Sanchez | Peter Moore | Kate Perez | Victor Sanchez,IEEE Transactions on Pattern Analysis and Machine Intelligence,2023,Conference Paper,,https://dblp.org/rec/conf/ieee trans/federatedlearningfor348,https://doi.org/10.6109/430180,Federated Learning for Privacy-Preserving ML,G. Sanchez | Peter Moore | Kate Perez | Victor Sanchez,G. Sanchez,Federated Learning for Privacy-Preserving ML G. Sanchez
conf/kdd/knowledgegraphembedd451,Knowledge Graph Embeddings,X. Miller | Q. Jones | Rachel Rodriguez | Yara Thomas,KDD,2023,Conference Paper,10.4289/568391,https://dblp.org/rec/conf/kdd/knowledgegraphembedd451,https://doi.org/10.8409/567216,Knowledge Graph Embeddings,X. Miller | Q. Jones | Rachel Rodriguez | Yara Thomas,X. Miller,Knowledge Graph Embeddings X. Miller
conf/emnlp/bert:pre-trainingfor237,BERT: Pre-training for Language Understanding,P. Martin | U. Martinez,EMNLP,2021,Conference Paper,10.9412/587457,https://dblp.org/rec/conf/emnlp/bert:pre-trainingfor237,https://doi.org/10.7540/887657,BERT: Pre-training for Language Understanding,P. Martin | U. Martinez,P. Martin,BERT: Pre-training for Language Understanding P. Martin
conf/computer v/anomalydetectionusin420,Anomaly Detection using Machine Learning,M. Lopez | R. Wilson | Frank Perez,Computer Vision and Pattern Recognition,2024,Conference Paper,10.9927/463430,https://dblp.org/rec/conf/computer v/anomalydetectionusin420,https://doi.org/10.6682/987911,Anomaly Detection using Machine Learning,M. Lopez | R. Wilson | Frank Perez,M. Lopez,Anomaly Detection using Machine Learning M. Lopez
conf/sigir/meta-learningalgorit302,Meta-Learning Algorithms and Applications,Peter Smith,SIGIR,2020,Conference Paper,10.9584/936110,https://dblp.org/rec/conf/sigir/meta-learningalgorit302,https://doi.org/10.5199/498043,Meta-Learning Algorithms and Applications,Peter Smith,Peter Smith,Meta-Learning Algorithms and Applications Peter Smith
conf/sigir/graphneuralnetworksf172,Graph Neural Networks for Social Network Analysis,Iris Moore | Iris Thompson | W. Clark,SIGIR,2020,Conference Paper,10.8160/371150,https://dblp.org/rec/conf/sigir/graphneuralnetworksf172,https://doi.org/10.4190/383556,Graph Neural Networks for Social Network Analysis,Iris Moore | Iris Thompson | W. Clark,Iris Moore,Graph Neural Networks for Social Network Analysis Iris Moore
conf/artificial/questionansweringsys474,Question Answering Systems using BERT,Iris Moore | K. Miller,Artificial Intelligence Journal,2024,Conference Paper,10.6213/115501,https://dblp.org/rec/conf/artificial/questionansweringsys474,https://doi.org/10.6298/609737,Question Answering Systems using BERT,Iris Moore | K. Miller,Iris Moore,Question Answering Systems using BERT Iris Moore
conf/associatio/automl:automatedmach371,AutoML: Automated Machine Learning Systems,K. Smith | K. Brown | N. Martin | Xavier Clark,Association for Computational Linguistics,2023,Conference Paper,10.9379/329576,https://dblp.org/rec/conf/associatio/automl:automatedmach371,,AutoML: Automated Machine Learning Systems,K. Smith | K. Brown | N. Martin | Xavier Clark,K. Smith,AutoML: Automated Machine Learning Systems K. Smith
conf/aaai/namedentityrecogniti526,Named Entity Recognition in NLP - A Survey,Leo Miller | V. Garcia | Quinn Martin,AAAI,2020,Conference Paper,,https://dblp.org/rec/conf/aaai/namedentityrecogniti526,,Named Entity Recognition in NLP - A Survey,Leo Miller | V. Garcia | Quinn Martin,Leo Miller,Named Entity Recognition in NLP - A Survey Leo Miller
conf/cikm/namedentityrecogniti522,Named Entity Recognition in NLP,David Lee | Henry Perez | Sam Rodriguez,CIKM,2024,Conference Paper,,https://dblp.org/rec/conf/cikm/namedentityrecogniti522,https://doi.org/10.9330/228185,Named Entity Recognition in NLP,David Lee | Henry Perez | Sam Rodriguez,David Lee,Named Entity Recognition in NLP David Lee
conf/ieee trans/knowledgegraphembedd459,Knowledge Graph Embeddings,V. Davis | Yara Jackson,IEEE Transactions on Pattern Analysis and Machine Intelligence,2024,Conference Paper,,https://dblp.org/rec/conf/ieee trans/knowledgegraphembedd459,,Knowledge Graph Embeddings,V. Davis | Yara Jackson,V. Davis,Knowledge Graph Embeddings V. Davis
conf/wsdm/transferlearningforc148,transfer learning for computer vision tasks,Emma Brown | A. Garcia | Emma Smith,WSDM,2024,Conference Paper,,https://dblp.org/rec/conf/wsdm/transferlearningforc148,https://doi.org/10.9720/703539,transfer learning for computer vision tasks,Emma Brown | A. Garcia | Emma Smith,Emma Brown,transfer learning for computer vision tasks Emma Brown
conf/cvpr/namedentityrecogniti524,Named Entity Recognition in NLP,O. Hernandez,CVPR,2021,Conference Paper,10.8424/371391,https://dblp.org/rec/conf/cvpr/namedentityrecogniti524,https://doi.org/10.9601/980109,Named Entity Recognition in NLP,O. Hernandez,O. Hernandez,Named Entity Recognition in NLP O. Hernandez
conf/cvpr/timeseriesforecastin403,TIME SERIES FORECASTING WITH DEEP LEARNING,M. Jones,CVPR,2022,Conference Paper,10.2798/953207,https://dblp.org/rec/conf/cvpr/timeseriesforecastin403,,TIME SERIES FORECASTING WITH DEEP LEARNING,M. Jones,M. Jones,TIME SERIES FORECASTING WITH DEEP LEARNING M. Jones
conf/acl/textsummarizationusi552,text summarization using neural networks,Mary Harris | Sam Brown | Carol White,ACL,2022,Conference Paper,10.5662/278977,https://dblp.org/rec/conf/acl/textsummarizationusi552,https://doi.org/10.1193/858200,text summarization using neural networks,Mary Harris | Sam Brown | Carol White,Mary Harris,text summarization using neural networks Mary Harris
conf/artificial/convolutionalneuraln86,Convolutional Neural Networks for Object Detection,Z. Sanchez | J. Johnson | Jane Moore | Bob Sanchez,Artificial Intelligence Journal,2021,Conference Paper,10.4727/397834,https://dblp.org/rec/conf/artificial/convolutionalneuraln86,https://doi.org/10.1670/985916,Convolutional Neural Networks for Object Detection,Z. Sanchez | J. Johnson | Jane Moore | Bob Sanchez,Z. Sanchez,Convolutional Neural Networks for Object Detection Z. Sanchez
conf/ijcai/anomalydetectionusin418,Anomaly Detection using Machine Learning,Mary Lopez | U. Miller | Olivia Jones,IJCAI,2024,Conference Paper,10.4989/704020,https://dblp.org/rec/conf/ijcai/anomalydetectionusin418,https://doi.org/10.6787/955159,Anomaly Detection using Machine Learning,Mary Lopez | U. Miller | Olivia Jones,Mary Lopez,Anomaly Detection using Machine Learning Mary Lopez
conf/wsdm/sentimentanalysiswit491,Sentiment Analysis with Deep Learning,O. Thomas | Olivia Thomas | E. Wilson | Victor Miller,WSDM,2024,Conference Paper,10.5984/497287,https://dblp.org/rec/conf/wsdm/sentimentanalysiswit491,https://doi.org/10.4533/805407,Sentiment Analysis with Deep Learning,O. Thomas | Olivia Thomas | E. Wilson | Victor Miller,O. Thomas,Sentiment Analysis with Deep Learning O. Thomas
conf/aaai/generativeadversaria163,Generative Adversarial Networks: A Survey,Grace Williams | Uma White | Zack Jackson | Leo Williams,AAAI,2021,Conference Paper,10.5865/920667,https://dblp.org/rec/conf/aaai/generativeadversaria163,https://doi.org/10.6691/165992,Generative Adversarial Networks: A Survey,Grace Williams | Uma White | Zack Jackson | Leo Williams,Grace Williams,Generative Adversarial Networks: A Survey Grace Williams
conf/associatio/timeseriesforecastin404,Time Series Forecasting with Deep Learning,Peter Thompson | John Gonzalez | Jane Lopez,Association for Computational Linguistics,2023,Conference Paper,10.3032/165279,https://dblp.org/rec/conf/associatio/timeseriesforecastin404,,Time Series Forecasting with Deep Learning,Peter Thompson | John Gonzalez | Jane Lopez,Peter Thompson,Time Series Forecasting with Deep Learning Peter Thompson
conf/iclr/attentionmechanismsi125,Attention Mechanisms in Neural Machine Translation,Quinn Moore | J. Moore | Yara Harris,ICLR,2020,Conference Paper,10.6096/273063,https://dblp.org/rec/conf/iclr/attentionmechanismsi125,https://doi.org/10.9894/631490,Attention Mechanisms in Neural Machine Translation,Quinn Moore | J. Moore | Yara Harris,Quinn Moore,Attention Mechanisms in Neural Machine Translation Quinn Moore
conf/iccv/naturallanguageproce215,NATURAL LANGUAGE PROCESSING WITH TRANSFORMERS,Alice Gonzalez | B. Gonzalez | Rachel Anderson,ICCV,2023,Conference Paper,,https://dblp.org/rec/conf/iccv/naturallanguageproce215,https://doi.org/10.3565/823469,NATURAL LANGUAGE PROCESSING WITH TRANSFORMERS,Alice Gonzalez | B. Gonzalez | Rachel Anderson,Alice Gonzalez,NATURAL LANGUAGE PROCESSING WITH TRANSFORMERS Alice Gonzalez
conf/empirical /attentionmechanismsi131,A Study on Attention Mechanisms in Neural Machine Translation,Quinn Lopez | Victor Wilson | Jane Sanchez,Empirical Methods in Natural Language Processing,2021,Conference Paper,,https://dblp.org/rec/conf/empirical /attentionmechanismsi131,https://doi.org/10.6759/133296,A Study on Attention Mechanisms in Neural Machine Translation,Quinn Lopez | Victor Wilson | Jane Sanchez,Quinn Lopez,A Study on Attention Mechanisms in Neural Machine Translation Quinn Lopez
conf/neurips/transferlearningforc152,Transfer Learning for Computer Vision Tasks,Jack Brown,NeurIPS,2023,Conference Paper,10.1687/473223,https://dblp.org/rec/conf/neurips/transferlearningforc152,https://doi.org/10.7743/411933,Transfer Learning for Computer Vision Tasks,Jack Brown,Jack Brown,Transfer Learning for Computer Vision Tasks Jack Brown
conf/acl/bert:pre-trainingfor244,BERT: Pre-training for Language Understanding,Zack Thompson | Jack Garcia | M. Lopez,ACL,2024,Conference Paper,,https://dblp.org/rec/conf/acl/bert:pre-trainingfor244,,BERT: Pre-training for Language Understanding,Zack Thompson | Jack Garcia | M. Lopez,Zack Thompson,BERT: Pre-training for Language Understanding Zack Thompson
conf/internatio/speechrecognitionwit561,speech recognition with deep learning,Jane Rodriguez | Tina Martinez,International Conference on Machine Learning,2020,Conference Paper,10.8721/722160,https://dblp.org/rec/conf/internatio/speechrecognitionwit561,https://doi.org/10.8780/525101,speech recognition with deep learning,Jane Rodriguez | Tina Martinez,Jane Rodriguez,speech recognition with deep learning Jane Rodriguez
conf/recsys/meta-learningalgorit304,Meta-Learning Algorithms and Applications,Sam Brown | J. Smith | L. Johnson | Iris Martinez,RecSys,2022,Conference Paper,10.8758/703360,https://dblp.org/rec/conf/recsys/meta-learningalgorit304,,Meta-Learning Algorithms and Applications,Sam Brown | J. Smith | L. Johnson | Iris Martinez,Sam Brown,Meta-Learning Algorithms and Applications Sam Brown
conf/iclr/imagesegmentationusi584,Image Segmentation using U-Net,Jane Anderson | Zack Hernandez,ICLR,2022,Conference Paper,,https://dblp.org/rec/conf/iclr/imagesegmentationusi584,https://doi.org/10.6934/969092,Image Segmentation using U-Net,Jane Anderson | Zack Hernandez,Jane Anderson,Image Segmentation using U-Net Jane Anderson
conf/eccv/naturallanguageproce226,Natural Language Processing with Transformers,Uma Gonzalez | Grace Clark | Z. Martinez | Wendy Brown,ECCV,2021,Conference Paper,,https://dblp.org/rec/conf/eccv/naturallanguageproce226,https://doi.org/10.7130/647600,Natural Language Processing with Transformers,Uma Gonzalez | Grace Clark | Z. Martinez | Wendy Brown,Uma Gonzalez,Natural Language Processing with Transformers Uma Gonzalez
conf/eccv/neuralarchitecturese386,Neural Architecture Search Techniques,W. Davis | K. Davis | Jane Taylor | P. Brown,ECCV,2022,Conference Paper,,https://dblp.org/rec/conf/eccv/neuralarchitecturese386,,Neural Architecture Search Techniques,W. Davis | K. Davis | Jane Taylor | P. Brown,W. Davis,Neural Architecture Search Techniques W. Davis
conf/naacl/gptmodelsfortextgene268,GPT Models for Text Generation - A Survey,Victor Anderson | A. Lee | Peter Miller,NAACL,2020,Conference Paper,10.1867/449806,https://dblp.org/rec/conf/naacl/gptmodelsfortextgene268,https://doi.org/10.4029/448059,GPT Models for Text Generation - A Survey,Victor Anderson | A. Lee | Peter Miller,Victor Anderson,GPT Models for Text Generation - A Survey Victor Anderson
conf/empirical /neuralarchitecturese376,Neural Architecture Search Techniques,Jane Hernandez | Xavier Thompson | M. Garcia | T. White,Empirical Methods in Natural Language Processing,2020,Conference Paper,10.7554/671366,https://dblp.org/rec/conf/empirical /neuralarchitecturese376,,Neural Architecture Search Techniques,Jane Hernandez | Xavier Thompson | M. Garcia | T. White,Jane Hernandez,Neural Architecture Search Techniques Jane Hernandez
conf/eccv/neuralnetworksforima22,Neural Networks for Image Recognition,John Miller,ECCV,2020,Conference Paper,10.6467/672475,https://dblp.org/rec/conf/eccv/neuralnetworksforima22,,Neural Networks for Image Recognition,John Miller,John Miller,Neural Networks for Image Recognition John Miller
conf/computer v/automl:automatedmach369,AutoML: Automated Machine Learning Systems,Rachel Brown,Computer Vision and Pattern Recognition,2023,Conference Paper,10.9209/916725,https://dblp.org/rec/conf/computer v/automl:automatedmach369,https://doi.org/10.4816/177846,AutoML: Automated Machine Learning Systems,Rachel Brown,Rachel Brown,AutoML: Automated Machine Learning Systems Rachel Brown
conf/cikm/namedentityrecogniti520,Named Entity Recognition in NLP,Leo Gonzalez | G. Martinez,CIKM,2020,Conference Paper,10.7436/470946,https://dblp.org/rec/conf/cikm/namedentityrecogniti520,https://doi.org/10.6418/286762,Named Entity Recognition in NLP,Leo Gonzalez | G. Martinez,Leo Gonzalez,Named Entity Recognition in NLP Leo Gonzalez
conf/associatio/speechrecognitionwit570,SPEECH RECOGNITION WITH DEEP LEARNING,Alice Martin | Q. Taylor,Association for Computational Linguistics,2023,Conference Paper,10.6190/169178,https://dblp.org/rec/conf/associatio/speechrecognitionwit570,,SPEECH RECOGNITION WITH DEEP LEARNING,Alice Martin | Q. Taylor,Alice Martin,SPEECH RECOGNITION WITH DEEP LEARNING Alice Martin
conf/naacl/naturallanguageproce230,A Study on Natural Language Processing with Transformers,Iris Hernandez | Tina Martin | Leo Smith,NAACL,2023,Conference Paper,,https://dblp.org/rec/conf/naacl/naturallanguageproce230,https://doi.org/10.6475/260470,A Study on Natural Language Processing with Transformers,Iris Hernandez | Tina Martin | Leo Smith,Iris Hernandez,A Study on Natural Language Processing with Transformers Iris Hernandez
conf/emnlp/convolutionalneuraln99,Convolutional Neural Networks for Object Detection,J. Martin,EMNLP,2021,Conference Paper,10.9274/376306,https://dblp.org/rec/conf/emnlp/convolutionalneuraln99,https://doi.org/10.7694/388535,Convolutional Neural Networks for Object Detection,J. Martin,J. Martin,Convolutional Neural Networks for Object Detection J. Martin
conf/internatio/recurrentneuralnetwo114,Recurrent Neural Networks for Sequence Modeling,John Martin | Alice Jackson,International Conference on Machine Learning,2020,Conference Paper,,https://dblp.org/rec/conf/internatio/recurrentneuralnetwo114,https://doi.org/10.2678/732870,Recurrent Neural Networks for Sequence Modeling,John Martin | Alice Jackson,John Martin,Recurrent Neural Networks for Sequence Modeling John Martin
conf/eccv/bert:pre-trainingfor246,BERT: Pre-training for Language Understanding,Olivia Jones | B. Clark | Sam Gonzalez,ECCV,2022,Conference Paper,10.2384/627715,https://dblp.org/rec/conf/eccv/bert:pre-trainingfor246,,BERT: Pre-training for Language Understanding,Olivia Jones | B. Clark | Sam Gonzalez,Olivia Jones,BERT: Pre-training for Language Understanding Olivia Jones
conf/artificial/reinforcementlearnin203,Reinforcement Learning for Game Playing,Leo White,Artificial Intelligence Journal,2023,Conference Paper,10.4901/526790,https://dblp.org/rec/conf/artificial/reinforcementlearnin203,https://doi.org/10.6317/928494,Reinforcement Learning for Game Playing,Leo White,Leo White,Reinforcement Learning for Game Playing Leo White
conf/cikm/naturallanguageproce233,Natural Language Processing with Transformers,Peter Thompson | Quinn Harris | Alice Thompson | S. Taylor,CIKM,2020,Conference Paper,10.9296/955422,https://dblp.org/rec/conf/cikm/naturallanguageproce233,,Natural Language Processing with Transformers,Peter Thompson | Quinn Harris | Alice Thompson | S. Taylor,Peter Thompson,Natural Language Processing with Transformers Peter Thompson
conf/iccv/convolutionalneuraln82,Convolutional Neural Networks for Object Detection,Victor Moore,ICCV,2020,Conference Paper,,https://dblp.org/rec/conf/iccv/convolutionalneuraln82,https://doi.org/10.1600/228591,Convolutional Neural Networks for Object Detection,Victor Moore,Victor Moore,Convolutional Neural Networks for Object Detection Victor Moore
conf/naacl/neuralarchitecturese377,Neural Architecture Search Techniques,C. Thomas,NAACL,2024,Conference Paper,10.2354/828141,https://dblp.org/rec/conf/naacl/neuralarchitecturese377,https://doi.org/10.8792/904359,Neural Architecture Search Techniques,C. Thomas,C. Thomas,Neural Architecture Search Techniques C. Thomas
conf/aaai/questionansweringsys488,Question Answering Systems using BERT,Xavier Rodriguez | Victor Davis | Iris Harris | Y. Perez,AAAI,2021,Conference Paper,10.7102/291279,https://dblp.org/rec/conf/aaai/questionansweringsys488,,Question Answering Systems using BERT,Xavier Rodriguez | Victor Davis | Iris Harris | Y. Perez,Xavier Rodriguez,Question Answering Systems using BERT Xavier Rodriguez
conf/eccv/anomalydetectionusin417,Anomaly Detection using Machine Learning,Victor Lopez,ECCV,2022,Conference Paper,10.8623/981922,https://dblp.org/rec/conf/eccv/anomalydetectionusin417,https://doi.org/10.5085/207946,Anomaly Detection using Machine Learning,Victor Lopez,Victor Lopez,Anomaly Detection using Machine Learning Victor Lopez
conf/internatio/naturallanguageproce214,Natural Language Processing with Transformers,S. White | C. Johnson,International Conference on Machine Learning,2023,Conference Paper,,https://dblp.org/rec/conf/internatio/naturallanguageproce214,https://doi.org/10.3383/332959,Natural Language Processing with Transformers,S. White | C. Johnson,S. White,Natural Language Processing with Transformers S. White
conf/emnlp/speechrecognitionwit573,Speech Recognition with DL,A. Jones,EMNLP,2021,Conference Paper,,https://dblp.org/rec/conf/emnlp/speechrecognitionwit573,https://doi.org/10.1110/426556,Speech Recognition with DL,A. Jones,A. Jones,Speech Recognition with DL A. Jones
conf/empirical /timeseriesforecastin411,Time Series Forecasting with Deep Learning - A Survey,N. Thomas,Empirical Methods in Natural Language Processing,2024,Conference Paper,10.2651/367110,https://dblp.org/rec/conf/empirical /timeseriesforecastin411,https://doi.org/10.6353/161682,Time Series Forecasting with Deep Learning - A Survey,N. Thomas,N. Thomas,Time Series Forecasting with Deep Learning - A Survey N. Thomas
conf/cikm/gptmodelsfortextgene264,GPT Models for Text Generation,Xavier Gonzalez | Carol Rodriguez | Quinn Williams | Xavier Thompson,CIKM,2024,Conference Paper,10.6217/987852,https://dblp.org/rec/conf/cikm/gptmodelsfortextgene264,https://doi.org/10.8350/109055,GPT Models for Text Generation,Xavier Gonzalez | Carol Rodriguez | Quinn Williams | Xavier Thompson,Xavier Gonzalez,GPT Models for Text Generation Xavier Gonzalez
